Measured Voltage (V),,,
-----------------------,,,
16-Oct,42:58.6,1.3989,1.3989
16-Oct,42:58.7,1.4014,1.4014
16-Oct,42:58.8,1.4025,1.4025
16-Oct,42:58.9,1.4,1.4
16-Oct,42:59.0,1.3998,1.3998
16-Oct,42:59.1,1.4022,1.4022
16-Oct,42:59.2,1.4001,1.4001
16-Oct,42:59.3,1.4011,1.4011
16-Oct,42:59.4,1.4009,1.4009
16-Oct,42:59.5,1.4008,1.4008
16-Oct,42:59.6,1.4005,1.4005
16-Oct,42:59.7,1.4015,1.4015
16-Oct,42:59.8,1.4004,1.4004
16-Oct,42:59.9,1.4004,1.4004
16-Oct,43:00.0,1.4009,1.4009
16-Oct,43:00.1,1.4011,1.4011
16-Oct,43:00.2,1.4011,1.4011
16-Oct,43:00.3,1.4011,1.4011
16-Oct,43:00.4,1.401,1.401
16-Oct,43:00.5,1.4008,1.4008
16-Oct,43:00.6,1.4008,1.4008
16-Oct,43:00.7,1.4007,1.4007
16-Oct,43:00.8,1.4007,1.4007
16-Oct,43:00.9,1.4008,1.4008
16-Oct,43:01.0,1.4008,1.4008
16-Oct,43:01.1,1.4009,1.4009
16-Oct,43:01.2,1.4009,1.4009
16-Oct,43:01.3,1.4009,1.4009
16-Oct,43:01.5,1.4008,1.4008
16-Oct,43:01.6,1.4008,1.4008
16-Oct,43:01.7,1.4008,1.4008
16-Oct,43:01.8,1.4008,1.4008
16-Oct,43:01.9,1.4008,1.4008
16-Oct,43:01.9,1.4008,1.4008
16-Oct,43:02.1,1.4008,1.4008
16-Oct,43:02.2,1.4008,1.4008
16-Oct,43:02.3,1.4008,1.4008
16-Oct,43:02.4,1.4008,1.4008
16-Oct,43:02.5,1.4008,1.4008
16-Oct,43:02.6,1.4008,1.4008
16-Oct,43:02.7,1.4008,1.4008
16-Oct,43:02.8,1.4008,1.4008
16-Oct,43:02.9,1.4008,1.4008
16-Oct,43:03.0,1.4008,1.4008
16-Oct,43:03.1,1.4008,1.4008
16-Oct,43:03.2,1.4008,1.4008
16-Oct,43:03.3,1.4008,1.4008
16-Oct,43:03.4,1.4008,1.4008
16-Oct,43:03.5,1.4008,1.4008
16-Oct,43:03.6,1.4008,1.4008
16-Oct,43:03.7,1.4008,1.4008
16-Oct,43:03.8,1.4008,1.4008
16-Oct,43:03.9,1.4008,1.4008
16-Oct,43:04.0,1.4008,1.4008
16-Oct,43:04.1,1.4008,1.4008
16-Oct,43:04.2,1.4008,1.4008
16-Oct,43:04.3,1.4008,1.4008
16-Oct,43:04.4,1.4008,1.4008
16-Oct,43:04.5,1.4008,1.4008
16-Oct,43:04.6,1.4008,1.4008
16-Oct,43:04.7,1.4008,1.4008
16-Oct,43:04.8,1.4008,1.4008
16-Oct,43:04.9,1.4008,1.4008
16-Oct,43:05.0,1.4008,1.4008
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
